,sentence,sentiment
27241,yup keep in mind he s a quot young pup quot at,1
27242,i finally broke down and made one of these haha im currently sitting at my sisters i cant wait to be back home its summer,1
27243,that is of course u don t mind some old ppl as well,1
27244,i went on youtube and checked out my account i didn t have any subscribers and i wondered why first of all i don t have an account,0
27245,hello new twitter friend now give me free tredmill so i can get fit,1
27246,sorry for last time i understand now you can t be a bad boy because i have indian blood and i m not bad,1
27247,i feel so bad for the old man the girls amazing,0
27248,oh well bodi think it should be fine to drink the milk just as long as it doesn t smell,0
27249,xd gives me many lols,1
27250,gonna take a breath and try to shake that off thx for the link guys,0
27251,im signing off too bye bye i have a b day party to get too not andy s which would be better cya moz,1
27252,how is it does it get better cuz i only read the st chapter amp didn t think it would be good cuz bella didn t lyk edward,0
27253,lunch break hi atts how s today,1
27254,no malibu today maybe next weekend,1
27255,i want aa tan but it s far too hot,0
27256,with the fam,1
27257,changing scene calls for other things to change too,1
27258,i have my first exam in roughly hours tomorrow i ll be half way through poo,0
27259,good morning ms bean i look forward to reading your tweets hope you have a great day,1
27260,sounded hot and he was a chubbygayman,1
27261,yay just ordered twilight and new moon from borders don t worry i still love bam it was with that giftcard i ve had since christmas,1
27262,idk now it s finally white looks terrible though i like it colourful d lookin forward to paint it yellow orange,1
27263,my gay man shoes gave me blisters,0
27264,i really love my family,1
27265,sunshines out,1
27266,yeeeeeeeeeeeeeeeeeees the friday night boys album june th i cant wait,1
27267,see seeee i ate an hour ago and i wanna eat again i won t eat i ll just wait for prayer then sleep me want food fooooooood,0
27268,is watching supernanny and reading fanfic,1
27269,at work early enjoying some a c ours broke saturday night and we are waiting on a part,0
27270,another tweetie update and growl is still jacked,0
27271,bring that stuffins here i want some,1
27272,so its a month after the secret admirer thing schools out and we hang a little bit although at the end of the se she only gave me a hug,0
27273,its a lovely degrees right now at am amazing enjoy melting vegas l,1
27274,i meant guys as in everyone not just quot guys quot i probably should ve said hey twokyooo let s play questions,1
27275,i need sata,0
27276,i just want to tell you that you are an amazing actress and such a role model x,1
27277,this is true the mile stones never stop sure anticipation is bigger fear than the actual event,1
27278,cant believe i missed out on jb mcfly amp demi last night wudda been the perfect concert,0
27279,should i sleep now i don t want to yet super tamad to do on duty tomorrow no med ward wala namang nag hihingalo sa surgical ward,0
27280,oh ty its very unique i really had to have it when i spotted it at a old antique shop in ridgeway ontario,1
27281,eating an everything bagel yuummm i fixed everything today s going to be awesome,1
27282,yeah you can email me at ali,1
27283,i love how you call them your little humans and your lil people it s cool,1
27284,is your restaurant in south coast plaza in costa mesa open can t find it,0
27285,fucking over slept again ryan s going to be sad amp alone at school and finals start today and i m missing it fml i lt ryan ever,0
27286,tired watching scrubs its really boring alone at home wanna be in vacations with my family and see my lil month old cousin,0
27287,ok now you re just being cruel my dear,0
27288,she loves her daddy plain and simple,1
27289,smelly things are very poopy i agree it s not a very fluffy thing to do,0
27290,really really reallyyy don t wanna go today,0
27291,happy birthday lachlan bristow your party was cool,1
27292,well that is crappy for you who care about such things,1
27293,ok yeah were gonna make a video and take some pics,1
27294,awake to sunshine awesome i have some gardening to do with the kids this morning cause playing in dirt is always fun,1
27295,you must have gotten the same converse e mail from zappos that i did,1
27296,crusin is ova for dem,1
27297,i wish i was going my fave party on the eastside have a blast my girlies will be dancing to ya,1
27298,i am slowly getting angry at this jon and kate plus thing,0
27299,damn they didn t tell us we would be flying on one of these tiny planes this might be a tough one,1
27300,is back here in plurk,1
27301,im cleaning my room ughh im really boreed,0
27302,sos someone bring this sick child some pho please hahaha,0
27303,morning yeah dont feeel any better fuuhh,0
27304,good morning to yah mr knight and good night to me lol have a great day as i dream about being at the tourrr tink,1
27305,i live in the busy dimension i ll try to drop in more this week,0
27306,i believe black bottle s main constituent is bunnahabhain but it does contain the other islay malts also,1
27307,heading off for revision now still can t beleive both nadal and ivanovic are out of the french open federer fans must be going crazy,0
27308,last pre calc test but then there is the final,0
27309,wanna watch new movies but i m broke because of college lol and follow my long time gonna make it big someday friend gt,1
27310,what happened to the warm i will commence pouting until it returns readysetgo,0
27311,haha i know right it s awful,0
27312,home pretty bummed i miss everyone and the craziness but i m excited to sleep and have my bathroom back,1
27313,ugh cubs v indians started but not on the vts wgn channel,0
27314,safe travels maybe this time next year for me,1
27315,at watermark celebrating bday,1
27316,i got contact today it took fixed my night vision and depth perception problem but now i need reading glasses ugh getting old sucks,0
27317,can t wait for the mtv movie awards tomorrow and also the class sections bummer hehe,0
27318,what time i always seem to miss things like that cos of work,0
27319,omg i quit today,0
27320,omg i forgot do the rest pf the chart my bad loli will do the top x,1
27321,mcmuffin in my belly no iced tea though,0
27322,aww how sad was this morning there breaking my heart watching jades mum talking to phil amp fern,0
27323,already starting to stress about exams,0
27324,drunkkkkkk i sort of live in a commune now it s great lt,1
27325,ahh i am so nervous for the global regents and to see all my final grades i dont know how well i did and i am so worried,0
27326,i forgot to take the wings out of my car last night so i know my car smells like booty ugh,0
27327,rest in peace duke nukem forever dnf,0
27328,take me away from this place don t want to be here today feeling anxious,1
